time,ambient_air_temperature,sky_temperature,irradiation_horizontal,irradiation_east,irradiation_south,irradiation_west,irradiation_north,cea_office_internal_gain_occupancy,cea_office_internal_gain_appliances,cea_office_warm_water_demand,constant
00:00:00,1.6579300845871678,2.7517300675384524,0.0,0.0,0.0,0.0,0.0,0.0005128565012351221,0.0020514260049404897,0.0,0.0
00:30:00,1.5640686436850846,2.5857045969992187,0.0,0.0,0.0,0.0,0.0,0.0001284246575342465,0.0020547945205479454,0.0,0.0
01:00:00,1.5375173867228595,2.64663715948605,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
01:30:00,1.4508186060514836,2.697135381994102,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
02:00:00,1.4222306186963727,2.9417128627765017,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
02:30:00,1.4013227457473993,2.6968303585412707,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
03:00:00,1.4349194640975464,2.645277048223744,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
03:30:00,1.3736292714135154,2.5265092873715695,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
04:00:00,1.3651026644588273,2.564713667860557,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
04:30:00,1.3622226403733222,2.6778109650641126,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
05:00:00,1.4088050579557436,2.985792011766519,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
05:30:00,1.349093519494206,2.7251371562048203,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
06:00:00,1.381366400722564,2.7216283053810386,0.0,0.0,0.0,0.0,0.0,0.0,0.0020547945205479454,0.0,0.0
06:30:00,1.3804008730995054,2.603563848600758,0.0,0.0,0.0,0.0,0.0,0.00012842465753424654,0.0020547945205479454,0.0,0.0
07:00:00,1.4736459430979962,2.715944975135015,0.0,0.0,0.0,0.0,0.0,0.0005136986301369861,0.0020547945205479454,0.0,0.0
07:30:00,1.500400986000308,2.917105652986362,60.42026806202941,172.54911017177346,27.420129855747152,14.11449257063845,16.06557157895479,0.002054794520547944,0.0020547945205479454,0.0,0.0
08:00:00,1.6295762456721377,3.3695930754867987,241.68107224811763,690.1964406870939,109.68051942298861,56.4579702825538,64.26228631581915,0.004623287671232877,0.0020547945205479454,0.0,0.0
08:30:00,1.6681617868432892,2.673916973557741,976.9406069347579,4013.087914512114,518.4916284627855,110.20591222164212,423.8449798038457,0.05663527397260276,0.025171232876712326,0.0,0.0
09:00:00,2.0767160921270476,2.873207780965183,2501.3146597989326,11883.701363265975,1445.727041649821,216.2221135997498,1390.288001119352,0.16643835616438354,0.07397260273972603,0.0,0.0
09:30:00,2.1337860153545134,2.974079822518956,4396.524496318437,15096.46014109366,2228.273415407635,261.3551737179616,2216.7971093705323,0.16643835616438354,0.07397260273972603,0.0,0.0
10:00:00,2.4672078880024135,3.5935593412049136,8000.209363158993,23062.854317010748,3509.024756166293,396.8903422638869,3459.1576440586127,0.16643835616438354,0.07397260273972603,0.0,0.0
10:30:00,2.43778018214662,3.8117276232509836,10465.857303654704,18117.078815180157,4016.3197226959987,514.8874186668697,3713.0332028315984,0.16643835616438354,0.07397260273972603,0.0,0.0
11:00:00,2.7014100556977265,4.474077650864888,16026.313652255183,17801.17162044029,4890.291179734857,786.1362162451697,4471.168829049803,0.16643835616438354,0.07397260273972603,0.0,0.0
11:30:00,2.7183571804907354,3.9627820176432387,18009.929715650393,11767.703068036282,5282.377706814984,785.7390728236095,4803.124621747709,0.16643835616438354,0.07397260273972603,0.0,0.0
12:00:00,3.1596150835465884,4.131691232710152,23676.58777721649,8885.69445068457,6174.073852676067,977.4084812495709,5582.991496354821,0.16643835616438354,0.07397260273972603,0.0,0.0
12:30:00,3.163493790456116,3.856529522517937,24720.65925757947,4437.058281899887,6681.839805137438,787.4973246044738,5756.768889413117,0.09362157534246579,0.06215753424657536,0.0,0.0
13:00:00,3.824867228661744,4.450632643390951,30613.851551487627,2303.4435464955636,7570.645772071662,770.9451073141887,6411.61217698925,0.0416095890410959,0.05136986301369863,0.0,0.0
13:30:00,3.8385733102513857,4.496294273796577,27217.52872781169,1224.1396016546073,7454.232724485091,1097.8736691594406,5942.881497243985,0.09362157534246579,0.06215753424657536,0.0,0.0
14:00:00,4.38273566159868,5.116254131970902,31869.222896597235,993.7005836002629,7756.462348895044,2196.002279263957,6222.881003610433,0.16643835616438354,0.07397260273972603,0.0,0.0
14:30:00,3.9127706608460007,4.179598490653239,26702.189113664455,915.0112561070683,6992.821276693705,3967.617843906455,5882.838897067226,0.16643835616438354,0.07397260273972603,0.0,0.0
15:00:00,3.987225952130058,3.937134808739538,30221.76897880763,1076.4347892975575,6811.5426805839425,8363.249129681877,6221.737357318079,0.16643835616438354,0.07397260273972603,0.0,0.0
15:30:00,3.7063330949872086,3.552207252216863,24082.209578349837,959.3411886313993,5930.739134182991,12355.997230324323,5543.250891430651,0.16643835616438354,0.07397260273972603,0.0,0.0
16:00:00,3.911440162577157,3.7844755931505016,22154.38757767245,1040.9505158249917,5440.83657424644,20088.08715614702,5214.868452895339,0.16643835616438354,0.07397260273972603,0.0,0.0
16:30:00,3.6660199458076153,3.5474473001157842,15402.800295715077,813.8513736580262,4541.268702722557,20391.683795124438,4368.478461330322,0.16643835616438354,0.07397260273972603,0.0,0.0
17:00:00,3.7990520849014002,3.819640186570582,12106.574020726031,816.8804458684466,4040.6831718129447,24474.651278658945,3955.8567455927478,0.16643835616438354,0.07397260273972603,0.0,0.0
17:30:00,3.265002747252751,3.0080422063576018,6629.298836656158,448.8731665711765,2660.4064657883036,19376.698949284728,2730.4245274150285,0.06793664383561646,0.032876712328767106,0.0,0.0
18:00:00,3.017216920066238,2.6629530618434,3558.623015292095,274.6682432830507,1744.518035943777,17610.382610817865,2005.8614190087915,0.012842465753424648,0.008219178082191778,0.0,0.0
18:30:00,2.5886610718049146,2.3453356052587497,1518.6478784479064,156.95630794014957,727.2320271583847,7487.624026663916,793.1859786368087,0.006292808219178088,0.004623287671232879,0.0,0.0
19:00:00,2.4027416829745727,2.371881305985122,460.06055553126674,93.6364464318568,262.07453839533457,2649.2659807460714,201.89846778429796,0.002054794520547944,0.0020547945205479454,0.0,0.0
19:30:00,2.0605715414722265,2.2014472125659363,115.01513888281669,23.4091116079642,65.51863459883364,662.3164951865178,50.47461694607449,0.002054794520547944,0.0020547945205479454,0.0,0.0
20:00:00,1.8954074966129764,2.361630634140273,0.0,0.0,0.0,0.0,0.0,0.002054794520547944,0.0020547945205479454,0.0,0.0
20:30:00,1.771727118771642,2.1658291092058315,0.0,0.0,0.0,0.0,0.0,0.002054794520547944,0.0020547945205479454,0.0,0.0
21:00:00,1.728592051783834,2.1862916665106833,0.0,0.0,0.0,0.0,0.0,0.002054794520547944,0.0020547945205479454,0.0,0.0
21:30:00,1.6247463495408745,2.1439953713514734,0.0,0.0,0.0,0.0,0.0,0.002054794520547944,0.0020547945205479454,0.0,0.0
22:00:00,1.6065056450398973,2.311703923094186,0.0,0.0,0.0,0.0,0.0,0.002054794520547944,0.0020547945205479454,0.0,0.0
22:30:00,1.5800605148276436,2.600495210119744,0.0,0.0,0.0,0.0,0.0,0.00115582191780822,0.0020547945205479454,0.0,0.0
23:00:00,1.6066171910281555,3.123741507124371,0.0,0.0,0.0,0.0,0.0,0.000513698630136986,0.0020547945205479454,0.0,0.0
23:30:00,1.5837627954237459,2.713270144419155,0.0,0.0,0.0,0.0,0.0,0.0004875244618395305,0.0019500978473581234,0.0,0.0
